idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,contribuinte_adjudicante,contribuinte_adjudicatarios,city,cpv_prefix,agg_cpv
11540652,Aquisição de serviços,,79714000-2 - Serviços de vigilância,Município de Vila Franca de Xira,"COPS - Companhia Operacional de Segurança, Unipessoal, Lda","507756002-PROTECÇÃO TOTAL - SEGURANÇA PRIVADA S.A. | 510652581-Powershield Segurança Privada SA | 515762083-Praxis Segurança S.A. | 508569974-COPS – Companhia Operacional de Segurança, Unipessoal, Lda | 507011724-Ronsegur, Rondas e Segurança, S.A",362616.0,344701.5,0.0,2025-06-04,2025-06-26,2025-06-27,,5,506614913,508569974,Vila Franca de Xira,79,Serviços empresariais
11582620,Aquisição de serviços,,72262000-9 - Serviços de desenvolvimento de software,Comissão para o Acompanhamento dos Auxiliares da Justiça,"CASO - Consultores Associados de Organizações e Informática , Lda.","504551221-Link Consulting - Tecnologias de Informação, S.A. | 501472657-Caso - Consultores Assoc. Org. Informat.",490000.0,367500.0,0.0,2025-05-27,2025-05-27,2025-07-14,,2,600086348,501472657,Lisboa,72,TI e consultoria
11556344,Empreitadas de obras públicas,,45454100-5 - Obras de restauro,Município de Sintra,"GREEN WORLD, LDA","502022469-OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª | 513279849-Margarida Braz Borges, Unipessoal, Lda. | 515060585-D.M.Horta Remodelações Unipessoal, Lda | 510002455-GREEN WORLD, LDA | 508566380-Hormibloco - Unipessoal Lda",1042528.31,307288.97,0.0,2025-05-06,2025-06-26,2025-07-04,,5,500051062,510002455,Sintra,45,Construção
11582939,Aquisição de serviços,,90910000-9 - Serviços de limpeza,Provedoria de Justiça,"Sá Limpa - Facility Services, Lda","504458086-Sá Limpa - Facility Services, Lda | 504613529-Aveiclean – Limpeza e Conservação Lda. | 502117281-Iberlim | 502771496-Operandus, Limpeza Profissional | 502611057-Interlimpe | 515931217-ALPIBRE, LDA | 504839748-SAMSIC PORTUGAL-FACILITY SERVICES, S.A.",135933.75,133375.18,0.0,2025-07-09,2025-07-14,2025-07-14,,7,600018954,504458086,Lisboa,90,Ambiente e resíduos
11582977,Aquisição de bens móveis,,34300000-0 - Peças e acessórios para veículos e seus motores,Município de Torres Vedras,"MULTITRUCKS UNIPESSOAL, LDA.","500739153-Selcar de Rodrigues &amp;amp; Carvalho, Lda | 513992340-MULTITRUCKS UNIPESSOAL, LDA.",123000.0,90000.0,0.0,2025-07-02,2025-07-11,2025-07-14,,2,502173653,513992340,Torres Vedras,34,Equipamento de transporte
11556423,Aquisição de serviços,,71354300-7 - Serviços de levantamento cadastral,"Águas do Tejo Atlântico, SA",Viamapa SA,"518325580-IZIMAPPING, SURVEY, UNIPESSOAL, LDA. | 503195758-C.T.G.A.-CENTRO TECNOLÓGICO DE GESTÃO AMBIENTAL, LDA | 508271754-ECOREDE - ENGENHARIA E SERVIÇOS, S.A. | 514518847-GEOPALM - ENGINEERING CONSULTING, UNIPESSOAL, LDA | 513824723-Pregale II, Lda. | 506998959-Viamapa SA",100000.0,38738.1,0.0,2025-06-17,2025-07-03,2025-07-04,,6,514387130,506998959,,71,Arquitetura e engenharia
11582997,Empreitadas de obras públicas,,45342000-6 - Edificação de vedações,Município de Sintra,"Vínculo Perene – Engenharia e Construção, Lda","516644017-Vínculo Perene – Engenharia e Construção, Lda | 513279849-Margarida Braz Borges, Unipessoal, Lda. | 506378527-NORTEJUVIL, SOCIEDADE DE CONSTRUCOES S.A.",47421.16,10236.05,0.0,2025-06-30,2025-07-14,2025-07-14,,3,500051062,516644017,Sintra,45,Construção
11556442,Empreitadas de obras públicas,,45454100-5 - Obras de restauro,Município de Sintra,"GREEN WORLD, LDA","502022469-OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª | 513279849-Margarida Braz Borges, Unipessoal, Lda. | 515060585-D.M.Horta Remodelações Unipessoal, Lda | 510002455-GREEN WORLD, LDA | 508566380-Hormibloco - Unipessoal Lda",1042528.31,349006.32,0.0,2025-05-06,2025-06-26,2025-07-04,,5,500051062,510002455,Sintra,45,Construção
11556595,Aquisição de bens móveis,,33141320-9 - Agulhas para fins médicos,"Unidade Local de Saúde de Santa Maria, E. P. E.",VYGON PORTUGAL,,18530.88,18507.6,0.0,2025-06-20,2025-07-03,2025-07-04,,0,508481287,503232785,Lisboa,33,Equipamento médico e farmacêutico
11556771,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.","MEDICINÁLIA CORMÉDICA - MCMEDICAL, LDA.",,1410920.0,346120.0,0.0,2025-05-22,2025-07-02,2025-07-04,,0,508481287,500684324,Lisboa,33,Equipamento médico e farmacêutico
11556797,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.",- - Penumbra Europe GMBH,,1410920.0,305000.0,0.0,2025-05-22,2025-07-02,2025-07-04,,0,508481287,,Lisboa,33,Equipamento médico e farmacêutico
11556813,Aquisição de bens móveis,,48000000-8 - Pacotes de software e sistemas de informação,"Instituto do Turismo de Portugal, I. P.",- - EL CORTE INGLES,"980079659-INETUM ESPAÑA, S.A. - SUCURSAL EM PORTUGAL | 510728189-CLARANET II SOLUTIONS, S.A.",1987995.12,748367.23,0.0,2025-05-14,2025-05-30,2025-07-04,,2,508666236,,Lisboa,48,Software e sistemas de informação
11556818,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.","- - World Medica, S.L.",,1410920.0,22500.0,0.0,2025-05-22,2025-07-02,2025-07-04,,0,508481287,,Lisboa,33,Equipamento médico e farmacêutico
11556854,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.","ANGIONAUTIX PORTUGAL, UNIPESSOAL LDA",,1410920.0,56000.0,0.0,2025-05-22,2025-07-02,2025-07-04,,0,508481287,515451258,Lisboa,33,Equipamento médico e farmacêutico
11557223,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Unidade Local de Saúde de Amadora/Sintra, E. P. E.","Olympus Iberia, S.A.U",,760000.0,209240.02,0.0,2025-04-16,2025-06-30,2025-07-06,,0,503035416,980474710,Sintra,33,Equipamento médico e farmacêutico
11541236,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Unidade Local de Saúde de Loures-Odivelas, EPE","Bacelar e Irmão, Lda",,16300.0,11451.0,0.0,2025-03-31,2025-04-04,2025-06-27,,0,516726862,500532818,Loures,33,Equipamento médico e farmacêutico
11541276,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.",TELEFLEX MEDICAL SA,,148863.98,77015.85,0.0,2025-05-22,2025-05-28,2025-06-27,,0,508080142,980249783,Lisboa,33,Equipamento médico e farmacêutico
11558880,Aquisição de serviços,,85143000-3 - Serviços de ambulâncias,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.",ASSOCIAÇÃO HUMANITÁRIA DE BOMBEIROS VOLUNTÁRIOS DO DAFUNDO,,12428768.0,2050659.0,0.0,2025-04-24,2025-06-24,2025-07-07,,0,506361616,501177612,Lisboa,85,Saúde e ação social
11558946,Aquisição de serviços,,85143000-3 - Serviços de ambulâncias,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","MEDY - AMBULÂNCIAS, LDA",,12428768.0,1008810.0,0.0,2025-04-24,2025-06-24,2025-07-07,,0,506361616,508555817,Lisboa,85,Saúde e ação social
11558973,Aquisição de serviços,,85143000-3 - Serviços de ambulâncias,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.",Transporte Doentes Sta. Mónica,,12428768.0,724017.0,0.0,2025-04-24,2025-06-24,2025-07-07,,0,506361616,506738515,Lisboa,85,Saúde e ação social
11559028,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",44162000-3 - Tubagens,Município da Lourinhã,"Humberto Poças, S.A.","502917040-Gavedra , SA | 501075666-Humberto Poças, S.A. | 502804858-SANEABI - Saneamentos e Águas da Beira Interior, S.A. | 502961562-Fernando &amp;amp; Pires, Lda | 508657911-Casvian - Produção e Comércio de Acessórios para Fluídos, Lda. | 500384436-MENDES &amp;amp; IRMÃOS, SA | 504189255-ASC - Artigos Sanitários do Centro, Lda",88606.68,10662.88,10644.23,2025-06-09,2025-07-02,2025-07-07,2025-12-26,7,502177101,501075666,Lourinhã,44,Materiais de construção
11559168,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",44167000-8 - Acessórios diversos para tubos,Município da Lourinhã,"Mendes &amp; Irmãos, S.A","502917040-Gavedra , SA | 501075666-Humberto Poças, S.A. | 502804858-SANEABI - Saneamentos e Águas da Beira Interior, S.A. | 502961562-Fernando &amp;amp; Pires, Lda | 508657911-Casvian - Produção e Comércio de Acessórios para Fluídos, Lda. | 500384436-MENDES &amp;amp; IRMÃOS, SA | 504189255-ASC - Artigos Sanitários do Centro, Lda",88606.68,24597.69,24597.72,2025-06-26,2025-07-03,2025-07-07,2025-10-24,7,502177101,500384436,Lourinhã,44,Materiais de construção
11583193,Aquisição de bens móveis,,39100000-3 - Mobiliário,Santa Casa da Misericórdia de Lisboa,"ALPIA2 -NEW CONCEPT, LIMITADA","501928740-JEROMÓVEL, LDA | 504209884-Escrinova - Mobiliário e Equipamentos de Escritório, Lda. | 510810535-Marcage Interiors, SA. | 503847488-Fantoffice, Lda. | 514374306-Correcta Comercial, Lda. | 510105327-ALPIA 2 - NEW CONCEPT, LDA | 517058219-Nescolar Unipessoal Lda | 510585540-Seiva - Mobiliário, Lda | 507685881-Dealpoint - Mobiliário, Lda.",152095.0,1028.0,0.0,2025-06-05,2025-06-05,2025-07-14,,9,500745471,510105327,Lisboa,39,Mobiliário e limpeza
11559279,Aquisição de serviços,,90911200-8 - Serviços de limpeza de edifícios,Município de Sintra,"Lucena &amp; Lucena, Lda",,71248.0,62460.0,0.0,2025-06-05,2025-07-03,2025-07-07,,0,500051062,516510657,Sintra,90,Ambiente e resíduos
11583258,Aquisição de bens móveis,,22900000-9 - Material impresso diverso,Autoridade Tributária e Aduaneira,"Formato – Formulários Múltiplos Comerciais, S.A.",,411134.0,193090.0,0.0,2025-07-01,2025-07-11,2025-07-14,,0,600084779,500873631,Lisboa,22,Material impresso
11559362,Aquisição de bens móveis,,33190000-8 - Dispositivos e produtos médicos variados,"Unidade Local de Saúde de Santa Maria, E. P. E.","Ecodanusa, Lda",,206088.0,23786.0,0.0,2025-06-17,2025-07-04,2025-07-07,,0,508481287,510625932,Lisboa,33,Equipamento médico e farmacêutico
11583308,Empreitadas de obras públicas,,45113000-2 - Obras no local,"Casa Pia de Lisboa, I. P.",Vértice Visionário - Engenharia e Construções Lda,"515228567-Joaquim Dias Antunes Unipessoal Lda | 515049042-Strongplan - Engenharia e Construção, Unipessoal Lda | 515230421-Isoroof Impermeabilizações Unipessoal lda | 516375474-Vértice Visionário - Engenharia e Construções Lda | 516166921-\t Arquirenova Reabilitação Edifícios Estruturas Aços Leves | 502353597-M.L. MOITA, SOCIEDADE GERAL DE CONSTRUÇÃO CIVIL LDA | 501379045-Construções Borges e Cantante, LDA | 518155889-Pizarra Unipessoal Lda",280000.0,242644.18,0.0,2025-06-27,2025-07-14,2025-07-14,,8,501390642,516375474,Lisboa,45,Construção
11542195,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",72267100-0 - Manutenção de software para as tecnologias da infomação,Serviços Municipalizados de Água e Saneamento de Sintra,"AVVALE, UNIPESSOAL, LDA","501774360-AXIANSEU II DIGITAL CONSULTING, S.A. | 505772329-AVVALE, UNIPESSOAL, LDA | 504106686-Brighten SA",258276.92,219000.0,219000.0,2025-05-28,2025-06-26,2025-06-28,2025-07-03,3,680000054,505772329,Sintra,72,TI e consultoria
11679493,Aquisição de serviços,,60181000-0 - Aluguer de camiões com condutor,Município de Odivelas,Rota Certa Lda,"510648061-Rota Certa Lda | 514708409-ODIESCAVAÇÕES, UNIPESSOAL, LDA | 509176038-VALOREXPO, LDA | 502877472-ECOAMBIENTE - Serviços e Meio Ambiente S.A.",200000.0,200000.0,0.0,2025-09-01,2025-09-03,2025-09-03,,4,504293125,510648061,Odivelas,60,Transporte
11583651,Aquisição de bens móveis,,15890000-3 - Produtos alimentares diversos e produtos secos,"Instituto do Turismo de Portugal, I. P.","Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA","510396429-EXUMAS CONSULTING GROUP LDA. | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA | 500145415-Recheio Cash e Carry, Sa",450000.0,261572.68,0.0,2025-07-01,2025-07-11,2025-07-15,,3,508666236,500271518,Lisboa,15,"Alimentação, bebidas e tabaco"
11583685,Aquisição de bens móveis,,33731110-7 - Lentes intraoculares,"Unidade Local de Saúde de São José, E. P. E.","CARL ZEISS MEDITEC PORTUGAL, UNIPESSOAL LDA",,745477.68,21000.0,0.0,2025-05-28,2025-06-25,2025-07-15,,0,508080142,515877387,Lisboa,33,Equipamento médico e farmacêutico
11583712,Aquisição de bens móveis,,33731110-7 - Lentes intraoculares,"Unidade Local de Saúde de São José, E. P. E.","JJ SURGICAL VISION SPAIN, S. L.-SUCURSAL EM PORTUGAL",,745477.68,325163.68,0.0,2025-05-28,2025-06-25,2025-07-15,,0,508080142,980262364,Lisboa,33,Equipamento médico e farmacêutico
11542362,Aquisição de bens móveis,,15884000-8 - Alimentos para bebés,"Unidade Local de Saúde de Santa Maria, E. P. E.",Nestlé Portugal Unipessoal Lda.,,14474.7,1496.0,0.0,2025-06-25,2025-06-30,2025-06-30,,0,508481287,500201307,Lisboa,15,"Alimentação, bebidas e tabaco"
11583776,Aquisição de bens móveis,,15833100-7 - Sobremesas,"Instituto de Ação Social das Forças Armadas, I. P.","Panitur - industria panificadora , Lda.","502693029-Panitur - industria panificadora , Lda. | 500293562-UNIÃO PANIFICADORA DA AMADORA, LDA",145012.4,17935.0,0.0,2025-06-27,2025-06-27,2025-07-15,,2,500746427,502693029,Lisboa,15,"Alimentação, bebidas e tabaco"
11680212,Aquisição de bens móveis,,34731000-0 - Peças para aeronaves,Estado Maior da Força Aérea,"APSJE - AERO PARTS SERVICES, LDA","501944141-IEMA - IMPORTAÇÃO E EXPORTAÇÃO DE MATERIAL AERONÁUTICO, LDª. | 505223732-Gestinventos - Energias e Representações de Equipamentos, Unipessoal, Lda | 507766822-PoAviation Lda | --Europavia España | 507793897-PARTYARD | 500270600-Sodarca - Sociedade Distribuidora de Armas de Caça, Lda | 510728693-APSJE - AERO PARTS SERVICES, LDA | 500792208-HONOS - Sociedade comercial de Importação e Exportação Lda",27614.0,2199.5,0.0,2025-08-20,2025-08-20,2025-09-04,,8,600010686,510728693,Alenquer,34,Equipamento de transporte
11680273,Empreitadas de obras públicas,,45222200-1 - Obras de engenharia para instalações militares,ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS,"PASCOAL MONTEIRO, Construções, LDA","501681779-SOCIEDADE DE CONSTRUÇÕES SANDILOR, LDA | 502710632-CJG - Construções, Lda. | 503964867-CORIFA Construção Civil, Lda | 501799249-Construções Rodrigues &amp; Filho, Lda | 506358984-PASCOAL MONTEIRO",256097.56,244014.44,0.0,2025-08-06,2025-09-03,2025-09-04,,5,600010180,506358984,Lisboa,45,Construção
11560583,Locação de bens móveis,,34110000-1 - Automóveis de passageiros,Autoridade Tributária e Aduaneira,"Lease Plan Portugal - Comércio e Aluguer de Automóveis e Equipamentos, Lda",,90116.52,89870.3,0.0,2025-06-27,2025-07-03,2025-07-08,,0,600084779,502167610,Lisboa,34,Equipamento de transporte
11542734,Aquisição de bens móveis,,33651600-4 - Vacinas,Universidade Nova de Lisboa,"SANOFI- PRODUTOS FARMACÊUTICOS,LDA.","500134960-SANOFI- PRODUTOS FARMACÊUTICOS,LDA. | 500139962-GLAXOSMITHKLINE-PROD. FARMACÊUTICOS, LDA.",67180.0,49400.0,0.0,2025-06-16,2025-06-24,2025-06-30,,2,501559094,500134960,Lisboa,33,Equipamento médico e farmacêutico
11584010,Aquisição de serviços,,"72000000-5 - Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio",Centro de Emprego e Formação Profissional do Porto,"CAPGEMINI PORTUGAL, S.A.,","504272179-Capgemini Portugal, S.A.",593562.25,592641.6,0.0,2025-06-24,2025-07-01,2025-07-15,,1,501442600,504272179,Lisboa,72,TI e consultoria
11584265,Aquisição de bens móveis,,"15300000-1 - Fruta, produtos hortícolas e produtos afins","Instituto de Ação Social das Forças Armadas, I. P.","Essência d'Fruta Unipessoal, Lda.","515937215-Prados Cintilantes Unipessoal, Lda. | 509677029-Essência d'Fruta Unipessoal, Lda.",179419.6,20585.0,0.0,2025-06-27,2025-06-27,2025-07-15,,2,500746427,509677029,Lisboa,15,"Alimentação, bebidas e tabaco"
11584300,Empreitadas de obras públicas,,45233223-8 - Renovação do pavimento das faixas de rodagem,Município de Odivelas,"ENOCIVIL, LDA",,563073.82,102359.73,0.0,2025-05-23,2025-07-09,2025-07-15,,0,504293125,509305652,Odivelas,45,Construção
11584427,Empreitadas de obras públicas,,45233223-8 - Renovação do pavimento das faixas de rodagem,Município de Odivelas,"ALVES RIBEIRO, S.A.",,563073.82,191296.97,0.0,2025-05-23,2025-07-08,2025-07-15,,0,504293125,500018936,Odivelas,45,Construção
11585261,Aquisição de bens móveis,,15511000-3 - Leite,Municipio da Amadora,Parmalat Portugal Lda,"507072855-Parmalat Portugal - Produtos Alimentares, Lda | 503183997-Lactogal-Produtos Alimentares, SA",763780.17,139259.25,0.0,2025-06-04,2025-07-14,2025-07-15,,2,505456010,507072855,Amadora,15,"Alimentação, bebidas e tabaco"
11585588,Empreitadas de obras públicas,,45233251-3 - Renovação de pavimentos,Município de Vila Franca de Xira,"MANUEL GOMES DE ALMEIDA &amp; FILHO - CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS, LDA.","501461396-Protecnil - Sociedade Tecnica de Construções, SA | 502438878-Decoverdi, S.A. | 502496878-Construções Pragosa, SA | 501379754-MANUEL GOMES DE ALMEIDA &amp; FILHO - CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS, LDA. | 503171565-MOTA-ENGIL ATIV - GESTÃO E MANUTENÇÃO DE ATIVOS, S.A. | 504341049-MURBAN - Mobiliário Urbano e Serviços, Lda. | 505563746-CORDIVIAS - ENGENHARIA, LDA",850000.0,714571.3,0.0,2025-06-04,2025-06-27,2025-07-15,,7,506614913,501379754,Vila Franca de Xira,45,Construção
11560895,Aquisição de bens móveis,,30230000-0 - Equipamento informático,"Unidade Local de Saúde de São José, E. P. E.",Chip7 Algés- PPSI Unipessoal Lda,,53175.0,192.2,0.0,2025-06-24,2025-07-08,2025-07-08,,0,508080142,513958657,Lisboa,30,Equipamento de escritório e informática
11560916,Aquisição de bens móveis,,30230000-0 - Equipamento informático,"Unidade Local de Saúde de São José, E. P. E.","IMG - OFFICE SOLUTIONS, LDA",,53175.0,195.0,0.0,2025-06-24,2025-07-08,2025-07-08,,0,508080142,516288580,Lisboa,30,Equipamento de escritório e informática
11560939,Aquisição de bens móveis,,30230000-0 - Equipamento informático,"Unidade Local de Saúde de São José, E. P. E.",Normática,,53175.0,722.5,0.0,2025-06-24,2025-07-08,2025-07-08,,0,508080142,501782230,Lisboa,30,Equipamento de escritório e informática
11561085,Aquisição de serviços,,71500000-3 - Serviços relacionados com a construção,Associação de Turismo de Lisboa - Visitors and Convention Bureau,"RYB, RAISE YOUR BUSINESS, LDA",,55371.34,30925.44,0.0,2025-06-23,2025-07-07,2025-07-08,,0,501880160,510612660,Lisboa,71,Arquitetura e engenharia
11561683,Aquisição de serviços,,64200000-8 - Serviços de telecomunicações,Direção-Geral de Alimentação e Veterinária,"Vodafone Portugal, Comunicações Pessoais, S.A.","502544180-Vodafone Portugal, Comunicações Pessoais, S.A. | 504615947-MEO - Serviços de Comunicações e Multimédia SA",198267.19,131475.74,0.0,2025-05-08,2025-05-27,2025-07-08,,2,600045234,502544180,Lisboa,64,Telecomunicações postais
